sentence,label
"""Are you here to clean the room?""",2
"""Can you help me with this math problem?""",2
"""Do you have your green card?""",2
"""Your people must love spicy food.""",2
"""You must be really good at math.""",2
"""Is that your real hair?""",2
"""You're so lucky; you must have great genes.""",2
"You guys I fell so bad, I hope this don’t happen again. Im a Islam",2
You cannot take my gun from home. My gun is my protection. I will kill everyone who tries to enter my home without my approval,2
You are fat and ugly. I suppose that makes you fugly :),2
"Yet there is vastly more money spent on breast cancer, than prostate cancer, this is lethal discrimination.",2
Why are you still on the air? Shit,2
What would the abuser doing to her around the neck? Stupid dick (the abuser),2
Well this is like exactly how I feel. Except I don't want to be straight.,2
WE HATE OUR LEADERS. LEARN FROM EROPEANS AND LEARN FROM AMERICANS. THEY ARE BETTER THAN OUR LEADERS.WE ARE NOT ELECTING GOOD LEADRES WE ARE ELECTING CRIMINALS.,2
We are proud to be an Indian Muslim,2
"To the lady that can barely speak English and then look down upon her own people, that's disgraceful.",2
this is probably the first time i’ve seen someone who looks like a child and pedophile at the same time,2
They don't clean up the rubbish that they all throw on the floor the place looks a mess.,2
"They are violent fucking savages what the fuck did you think would happen? We wont be thrown around, this is our continent and our responsibility to preserve.",2
These people do not represent Islam!!,2
These girls are so pretty seriously. Being autistic is such an interesting experience and I am happy to be autistic!,2
"""There are no traditional German values. Germany was unified very late, so regional values and traditions still rank higher than modern """"German"""" values.""",2
The Resistance avenge women and children killed by US and Allies !!!,2
the only thing that annoys me is noisy neighbours and their music.,2
"The mountain is near the black sea, no wonder we are called caucasian",2
"""The lady on sitting on the left, with the yellow jacket, is the epitome of a """"smart retard"""".""",2
the girl in glasses is so freaking cute! what's her channel??,2
"""The fear of approaching a girl while not being a lesbian is so real. You're spot on. You want to be flirty and everything but at the back of your head you always have """"what if she's not cool with me not being a lesbian"""". I'm pan, but I kinda gave up on relationships with women (both born women and trans women) quite some time ago, because the amount of """"you're gonna leave me for a guy"""", or constant """"are you sure you like girls and it's not a phase?"""" or """"I can' be with someone who is not true to themselves (as in I'm actually a lesbian but I don' want to admit it)"""" and other bs was just too much. They were never worried about another woman btw, it was always either about men or questioning validity of my sexuality. It's really quite sad, because other than that each of my exes were really strong, confident women. Except when it was about my sexuality.""",2
"The fact that shes only representing black lives seems kinda ironic to me. lol shouldnt it be all lives?… Not just black ones. She clearly thinks her race is more supirior she even admits shes racist, joking or not thats the only fact she said in the whole video.",2
"That’s wrong! Even though they disagree with her beliefs, they have no right to put their hands on a woman",2
that was scripted right? please let that be scripted. No real human would have said any of those things,2
That is a lot of really dumb people in one room. Wow,2
that girl who pushed her needs to pay personally for all the family's medical bills lol. only fair,2
"Thank you John, for sharing this experience with us, people. What I wanna say to refugees is, stay strong! Although our current president is... failing to help you, I will be there at Washington DC protesting for you. The people who suffered the most should be saved from evil!",2
Tell me where to ship this comfy electric chair for your kid,2
Syria war is over they can go back its safe now.,2
stupid dumb ass,2
STOP PUTTING THIS IN MY RECOMMEND WTF I'M NOT GAY,2
"So, in other words, women's rights are freedom from responsibility and men's rights are responsibility. Is she serious?",2
"So proud of you mom, wish Allah give you strong. Just saying Alhamdulillah to your husband and your son, Allah give them mercy with a beautifull died. I am not supprising that you did not crying, because both your son and your husband did not die, they still alive in jannah, aamiin...",2
So can I put a wig and run with girls?,2
"Sink the boats. After that, not our problem. They'll soon get the message.",2
Should'¬Ä¬ôve set a bug bomb off and locked them in,2
"seen the way the israelis treat the palestinians? slaughter on a weekly basis, very racist are the israelis to the point of genocide.",2
"Racism and nationalism is nothing but ignorance. Hence the hate, and cruelty",2
People with autism is so nice,2
"People get views of a religion from other people opinion and deeds, just focus on yourself. This business is between you and your god. People who say islam is not peace, that's wrong. God didn't want this, it's not mentioned anywhere.",2
